GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Fuel Trim Bank 1 Short Term(%),Fuel Trim Bank 1 Long Term(%),Fuel trim bank 1 sensor 2(%),Engine Load(%),Engine Load(Absolute)(%),Air Fuel Ratio(Measured)(:1),Air Fuel Ratio(Commanded)(:1),EGR Commanded(%),EGR Error(%),Intake Manifold Pressure(psi),Engine RPM(rpm),O2 Sensor1 Equivalence Ratio(alternate),Commanded Equivalence Ratio(lambda),Mass Air Flow Rate(g/s),O2 Volts Bank 1 sensor 2(V),Intake Air Temperature(°C),Ambient air temp(°C),Engine Coolant Temperature(°C),Catalyst Temperature (Bank 1 Sensor 1)(°C),Catalyst Temperature (Bank 1 Sensor 2)(°C),Speed (OBD)(km/h)
Thu Oct 28 14:28:02 GMT+02:00 2021,28-oct.-2021 14:28:03.304,3.2086867,46.01264239,21.65,9.935046,397.5762939453125,48.3,8.94234371,0.64882869,4.14196873,0.00495002,31.25,21.875,31.25,34.50980377,28.23529434,15.05440044,14.36713219,30.98039246,-3.125,6.52669811,2299,1.02410889,0.97735596,8.76000023,0.52999997,35,-,90,581.09997559,-,78
Thu Oct 28 14:28:03 GMT+02:00 2021,28-oct.-2021 14:28:04.303,3.2088923,46.01277346,21.66,9.935046,397.71044921875,48.3,8.9219923,0.64044893,4.04141235,0.00637661,32.03125,21.875,32.03125,36.07843018,29.41176414,14.74037457,14.49588299,43.92156982,-2.34375,7.25188684,2302,1.00274658,0.9861145,9.06000042,0.59999996,35,-,90,578.79998779,-,78
Thu Oct 28 14:28:04 GMT+02:00 2021,28-oct.-2021 14:28:05.302,3.20910283,46.01290287,21.73,9.935046,397.607421875,48.3,9.24760437,0.58298814,3.92768788,0.01624383,32.03125,21.875,32.03125,36.86274719,29.80392075,14.77267456,14.53805256,43.52941132,-1.5625,7.25188684,2310,1.00494385,0.98898315,9.35000038,0.56,35,-,90,578.79998779,-,78
Thu Oct 28 14:28:05 GMT+02:00 2021,28-oct.-2021 14:28:06.302,3.20931531,46.0130338,21.73,9.935046,397.0269775390625,48.3,9.26915169,0.98641109,4.13837767,0.01166548,32.8125,21.875,33.59375,40,32.94117737,14.60982895,14.60085773,59.2156868,3.90625,7.97707558,2313,0.99386597,0.99325562,10.11999989,0.58499998,35,-,90,576.40002441,-,78
Thu Oct 28 14:28:06 GMT+02:00 2021,28-oct.-2021 14:28:07.302,3.20952785,46.01316437,21.8,9.935046,396.72900390625,48.4,8.81784439,0.9840169,4.25689077,0.01317168,34.375,21.875,34.375,41.5686264,34.90196228,14.50126648,14.58515644,58.4313736,3.90625,8.26715088,2316,0.98648071,0.9921875,10.52999973,0.57999998,35,-,90,576.40002441,-,78
Thu Oct 28 14:28:07 GMT+02:00 2021,28-oct.-2021 14:28:08.301,3.20973937,46.01329587,21.8,9.935046,396.74005126953125,48.3,8.94473743,0.64404029,4.18386745,0.02232677,34.375,21.875,33.59375,41.5686264,33.72549057,14.61880207,14.53132343,54.90196228,3.125,8.26715088,2319,0.99447632,0.98852539,10.60000038,0.57999998,35,-,90,575.5,-,78
Thu Oct 28 14:28:08 GMT+02:00 2021,28-oct.-2021 14:28:09.302,3.2099495,46.01342733,21.82,9.935046,396.40301513671875,48.2,8.98304462,0.68953007,4.06176329,0.03042324,32.8125,21.875,32.8125,33.72549057,27.84313774,14.66052151,14.45864868,42.74509811,8.59375,6.67173576,2316,0.99731445,0.98358154,8.57999992,0.56999999,35,-,90,575.5,-,78
Thu Oct 28 14:28:09 GMT+02:00 2021,28-oct.-2021 14:28:10.301,3.21016114,46.01355954,21.81,9.935046,396.278076171875,48.2,9.10514927,0.62488663,4.08450794,0.02336518,32.03125,21.875,32.03125,32.15686417,27.45098114,14.3491888,14.37072182,25.49019623,3.125,6.38166046,2317,0.97613525,0.9776001,8.15999985,0.55000001,35,-,90,573.20001221,-,78
Thu Oct 28 14:28:10 GMT+02:00 2021,28-oct.-2021 14:28:11.303,3.21037019,46.01369278,21.84,9.935046,396.12060546875,48.2,8.99740982,0.878672,4.06056595,0.0201014,32.03125,21.875,32.03125,31.76470566,26.27450943,14.5111351,14.30163574,23.13725471,5.46875,6.09158516,2315,0.9871521,0.97290039,7.82999992,0.54500002,35,-,90,573.20001221,-,78
Thu Oct 28 14:28:11 GMT+02:00 2021,28-oct.-2021 14:28:12.301,3.21058103,46.01382449,21.82,9.935046,395.9613037109375,48.2,8.68736076,0.60453594,3.94085598,0.01760652,33.59375,21.875,33.59375,30.98039246,25.49019623,14.21236229,14.25094223,18.03921509,-1.5625,5.80150938,2319,0.96682739,0.9694519,7.71999979,0.52999997,35,-,90,571.20001221,-,78
Thu Oct 28 14:28:12 GMT+02:00 2021,28-oct.-2021 14:28:13.301,3.2107902,46.01395525,21.8,9.935046,396.158935546875,48.2,8.85615253,0.73621702,4.27365017,-0.00607769,32.8125,21.875,32.8125,31.37254906,24.70588303,14.37789822,14.21729755,18.03921509,-3.125,5.80150938,2308,0.97808838,0.96716309,7.48999977,0.51999998,35,-,90,571.20001221,-,78
Thu Oct 28 14:28:13 GMT+02:00 2021,28-oct.-2021 14:28:14.301,3.21099924,46.0140859,21.78,9.935046,396.1851806640625,48.0,8.66102505,0.93134445,4.10844994,0.04089329,32.8125,21.875,32.03125,31.37254906,25.88235283,14.32586002,14.19217587,19.6078434,0,5.80150938,2309,0.97454834,0.9654541,7.98999977,0.51499999,35,-,90,569.5,-,78
Thu Oct 28 14:28:14 GMT+02:00 2021,28-oct.-2021 14:28:15.301,3.21120404,46.01421857,21.75,9.935046,395.9844970703125,46.8,8.43357563,1.28329206,4.07493114,0.00567397,32.8125,21.875,32.8125,30.98039246,26.27450943,14.28638172,14.1603241,20.3921566,-5.46875,6.23662281,2304,0.97186279,0.96328735,8.34000015,0.50999999,35,-,90,569.5,-,78
Thu Oct 28 14:28:15 GMT+02:00 2021,28-oct.-2021 14:28:16.301,3.21140315,46.01435603,21.69,9.935046,395.88232421875,44.8,8.68496704,1.00197339,4.08929634,0.01880535,32.03125,21.875,32.03125,34.90196228,28.62745094,14.38148689,14.24690533,29.41176414,6.25,6.67173576,2303,0.97833252,0.96917725,8.52000046,0.54500002,35,-,90,567.79998779,-,78
Thu Oct 28 14:28:16 GMT+02:00 2021,28-oct.-2021 14:28:17.301,3.21159448,46.0144999,21.67,9.935046,395.8890380859375,42.4,9.10514927,1.14203417,4.31195736,0.01638439,32.8125,21.875,32.8125,35.29411697,29.01960754,14.45775223,14.47569656,32.94117737,-0.78125,6.96181154,2301,0.98352051,0.98474121,8.88000011,0.56999999,35,-,90,567.79998779,-,78
Thu Oct 28 14:28:17 GMT+02:00 2021,28-oct.-2021 14:28:18.302,3.21177837,46.01465063,21.68,9.935046,395.85845947265625,39.5,8.62511158,0.94211835,3.8833952,0.02556391,32.03125,21.875,32.03125,36.86274719,30.58823586,14.93686485,14.79106712,33.72549057,-5.46875,6.96181154,2306,1.01611328,1.00619507,9.35000038,0.63999999,35,-,90,566.79998779,-,78
Thu Oct 28 14:28:18 GMT+02:00 2021,28-oct.-2021 14:28:19.303,3.21195575,46.01480591,21.64,9.935046,396.2794189453125,36.9,8.87530613,0.74100542,3.97437477,0.03226097,32.03125,21.875,32.03125,37.64706039,31.37254906,15.01043606,14.85476971,38.4313736,-7.03125,7.3969245,2311,1.02111816,1.01052856,9.57999992,0.65499997,35,-,90,566.79998779,-,78
Thu Oct 28 14:28:19 GMT+02:00 2021,28-oct.-2021 14:28:20.301,3.21211776,46.01496507,21.6,9.935046,396.1197509765625,34.3,9.0788126,1.00436759,4.20900679,0.01669791,32.8125,21.875,32.8125,36.86274719,30.58823586,15.04722214,14.88213444,32.94117737,0,7.10684919,2314,1.02362061,1.01239014,9.40999985,0.66499996,35,-,90,566.40002441,-,78
Thu Oct 28 14:28:20 GMT+02:00 2021,28-oct.-2021 14:28:21.302,3.21226805,46.01512977,21.66,9.935046,396.0926513671875,31.0,8.57722759,1.31561387,4.29280376,0.01538076,32.8125,21.875,32.8125,36.07843018,30.19607925,14.96647358,14.94718361,32.94117737,-2.34375,6.67173576,2321,1.01812744,1.01681519,8.93999958,0.65999997,35,-,90,566.40002441,-,78
Thu Oct 28 14:28:21 GMT+02:00 2021,28-oct.-2021 14:28:22.302,3.21241236,46.01530249,21.87,9.935046,396.1544189453125,28.0,8.83580112,0.80445176,3.99233127,0.00336556,32.03125,21.875,32.03125,33.33333206,27.45098114,15.1154108,14.97499657,20,0,6.38166046,2324,1.02825928,1.01870728,8.46000004,0.64499998,35,-,90,566.40002441,-,78
Thu Oct 28 14:28:22 GMT+02:00 2021,28-oct.-2021 14:28:23.303,3.21254584,46.01548178,21.87,9.935046,397.386474609375,25.6,9.14944172,1.04028058,4.04739809,0.01411296,32.03125,21.875,32.03125,33.33333206,26.27450943,14.79824543,14.42051697,21.1764698,-1.5625,6.09158516,2317,1.00668335,0.98098755,8.15999985,0.57499999,35,-,90,565.79998779,-,78
Thu Oct 28 14:28:23 GMT+02:00 2021,28-oct.-2021 14:28:24.303,3.21266648,46.01566318,21.84,9.935046,397.6434326171875,23.7,9.14824486,1.08696759,4.25210238,0.05343175,32.8125,21.875,32.8125,30.98039246,25.88235283,14.92789268,14.28144836,16.47058868,10.15625,5.94654703,2321,1.01550293,0.9715271,7.94000006,0.59999996,35,-,90,565.79998779,-,78
Thu Oct 28 14:28:24 GMT+02:00 2021,28-oct.-2021 14:28:25.301,3.21278085,46.0158464,21.84,9.935046,397.36566162109375,22.6,8.97825623,0.63326633,4.16351652,0.02164085,32.8125,21.875,32.8125,29.01960754,23.52941132,14.62104511,14.58470726,16.86274529,-3.90625,5.51143408,2318,0.99462891,0.99215698,7.26999998,0.56999999,35,-,90,564.79998779,-,78
Thu Oct 28 14:28:25 GMT+02:00 2021,28-oct.-2021 14:28:26.305,3.21289056,46.01603173,21.86,9.935046,397.444091796875,22.4,8.89206505,0.46327803,4.11922407,0.0336795,33.59375,22.65625,33.59375,27.45098114,22.74509811,14.63360596,14.61610985,12.94117641,0.78125,5.22135878,2316,0.9954834,0.99429321,6.96999979,0.57499999,35,-,90,564.79998779,-,78
Thu Oct 28 14:28:26 GMT+02:00 2021,28-oct.-2021 14:28:27.301,3.21299817,46.01621516,21.82,9.935046,397.5562744140625,22.5,9.10275459,0.49919105,4.34188461,0.03037293,33.59375,22.65625,33.59375,27.84313774,23.13725471,14.59457588,14.51158428,13.72549057,0.78125,5.22135878,2311,0.99282837,0.98718262,7.11999989,0.57999998,35,-,90,563.29998779,-,78
Thu Oct 28 14:28:27 GMT+02:00 2021,28-oct.-2021 14:28:28.302,3.21310725,46.0163987,21.79,9.935046,397.70751953125,22.5,9.31823349,0.33638534,4.05936909,0.02336585,33.59375,22.65625,33.59375,36.07843018,29.80392075,14.42141438,14.59053898,27.45098114,-16.40625,6.96181154,2312,0.98104858,0.99255371,9.52999973,0.58999997,34,-,90,563.29998779,-,78
Thu Oct 28 14:28:28 GMT+02:00 2021,28-oct.-2021 14:28:29.300,3.21321811,46.01658202,21.77,9.935046,397.820068359375,22.6,9.07522202,0.37229836,4.18386745,0.02597496,33.59375,22.65625,33.59375,37.25490189,30.98039246,14.45954514,14.62867165,36.86274338,2.34375,7.10684919,2306,0.98364258,0.99514771,9.28999996,0.58999997,34,-,90,562.70001221,-,78
Thu Oct 28 14:28:29 GMT+02:00 2021,28-oct.-2021 14:28:30.303,3.21332826,46.01676297,21.78,9.935046,397.93792724609375,22.8,8.88009453,0.93014735,4.19224739,0.03450002,33.59375,22.65625,32.8125,36.07843018,29.80392075,14.61162376,14.59009171,38.4313736,0.78125,7.10684919,2306,0.99398804,0.99252319,9.17000008,0.58499998,34,-,90,562.70001221,-,78
Thu Oct 28 14:28:30 GMT+02:00 2021,28-oct.-2021 14:28:31.301,3.213435,46.01694358,21.7,9.935046,397.65362548828125,22.7,8.80108547,0.9528923,4.06296015,0.00998595,33.59375,22.65625,33.59375,29.80392265,25.09803963,14.74530888,14.47255516,12.94117641,-1.5625,5.65647173,2297,1.00308228,0.98452759,7.71999979,0.57499999,34,-,90,562.09997559,-,78
Thu Oct 28 14:28:31 GMT+02:00 2021,28-oct.-2021 14:28:32.300,3.21354592,46.01712519,21.69,9.935046,397.622802734375,22.6,8.96508789,0.60693014,3.99951386,0.03463731,33.59375,22.65625,33.59375,30.98039246,25.49019623,14.3792448,14.42096519,20.3921566,-4.6875,5.80150938,2302,0.97817993,0.98101807,7.88000011,0.565,34,-,90,562.09997559,-,78
Thu Oct 28 14:28:32 GMT+02:00 2021,28-oct.-2021 14:28:33.301,3.21365386,46.0173053,21.72,9.935046,397.42645263671875,22.7,8.7939024,0.84156191,4.02944136,0.02973703,33.59375,22.65625,33.59375,32.15686417,26.66666603,14.37565613,14.42724514,25.09803963,-3.90625,6.38166046,2302,0.97793579,0.98144531,8.57999992,0.56999999,34,-,90,561.09997559,-,78
Thu Oct 28 14:28:33 GMT+02:00 2021,28-oct.-2021 14:28:34.302,3.21376412,46.01748439,21.68,9.935046,397.721435546875,23.1,8.85375786,0.77931267,4.09767628,0.01536971,33.59375,22.65625,33.59375,34.50980377,28.23529434,14.44339466,14.45012474,32.54901886,-2.34375,6.52669811,2297,0.98254395,0.98300171,8.64000034,0.56999999,35,-,90,561.09997559,-,78
Thu Oct 28 14:28:34 GMT+02:00 2021,28-oct.-2021 14:28:35.301,3.21387715,46.01766406,21.66,9.935046,397.77197265625,23.2,8.9124155,0.67277068,3.92170238,0.01919994,33.59375,22.65625,33.59375,35.29411697,29.41176414,14.42679787,14.5070982,40.7843132,0.78125,6.81677389,2297,0.98141479,0.98687744,8.88000011,0.57499999,35,-,90,560.09997559,-,78
Thu Oct 28 14:28:35 GMT+02:00 2021,28-oct.-2021 14:28:36.301,3.21398869,46.01784366,21.66,9.935046,398.16473388671875,23.2,8.71609116,0.78050977,3.96000957,0.00173865,33.59375,22.65625,33.59375,37.25490189,30.58823586,14.45954514,14.49722958,41.5686264,-4.6875,7.3969245,2295,0.98364258,0.98620605,9.47000027,0.58499998,35,-,90,560.09997559,-,78
Thu Oct 28 14:28:36 GMT+02:00 2021,28-oct.-2021 14:28:37.305,3.21410171,46.01802399,21.66,9.935046,398.323486328125,22.9,9.11352921,0.61770403,4.25449657,0.03706179,33.59375,22.65625,33.59375,38.4313736,31.76470566,14.67308331,14.55823898,45.09803772,-1.5625,7.83203793,2300,0.99816895,0.99035645,9.69999981,0.58499998,35,-,90,559.09997559,-,78
Thu Oct 28 14:28:37 GMT+02:00 2021,28-oct.-2021 14:28:38.302,3.21420784,46.01820149,21.59,9.935046,398.555908203125,22.7,8.89445972,0.22744916,3.69066191,-0.04351031,33.59375,22.65625,33.59375,41.17647171,33.72549057,14.77267456,14.64212894,50.19607925,-4.6875,7.97707558,2297,1.00494385,0.99606323,10.32999992,0.59499997,35,-,90,559.09997559,-,77
Thu Oct 28 14:28:38 GMT+02:00 2021,28-oct.-2021 14:28:39.301,3.21431784,46.01838284,21.67,9.935046,398.49957275390625,22.7,9.23443604,0.62608373,3.92170238,0.06273377,34.375,22.65625,34.375,42.74509811,35.29411697,14.78478718,14.74351406,50.19607925,-1.5625,8.26715088,2304,1.00576782,1.00296021,10.46000004,0.62,35,-,90,558.70001221,-,78
Thu Oct 28 14:28:39 GMT+02:00 2021,28-oct.-2021 14:28:40.303,3.2144238,46.01856176,21.67,9.935046,398.3607177734375,22.7,9.16021538,0.5231331,4.09288788,0.04696442,34.375,22.65625,33.59375,43.92156982,36.07843018,14.64347458,14.80676842,64.70587921,-3.90625,8.55722618,2299,0.99615479,1.00726318,11.35000038,0.63,35,-,90,558.70001221,-,78
Thu Oct 28 14:28:40 GMT+02:00 2021,28-oct.-2021 14:28:41.301,3.21453428,46.01874188,21.69,9.935046,398.7060546875,22.8,9.50378323,0.41778821,4.09887314,0.02010657,33.59375,22.65625,33.59375,44.31372452,36.47058868,14.84310532,14.8341341,69.41176605,-1.5625,8.84730244,2297,1.00973511,1.00912476,11.07999992,0.64499998,35,-,90,558.90002441,-,77
Thu Oct 28 14:28:41 GMT+02:00 2021,28-oct.-2021 14:28:42.303,3.21464111,46.01892229,21.6,9.935046,398.9771728515625,23.0,8.6765871,0.57580549,3.7122097,0.01885618,32.8125,22.65625,32.8125,45.88235474,39.60784149,15.11675739,14.89828491,68.23529053,6.25,9.28241539,2294,1.02835083,1.01348877,12.31999969,0.64999998,35,-,90,558.90002441,-,77
Thu Oct 28 14:28:42 GMT+02:00 2021,28-oct.-2021 14:28:43.302,3.21475,46.01910308,21.63,9.935046,399.6094970703125,23.0,8.52216053,0.85353291,3.7217865,-0.00680439,33.59375,22.65625,33.59375,50.19607925,41.5686264,14.97185612,14.93551922,68.23529053,5.46875,9.57249069,2299,1.01849365,1.01602173,12.25,0.62,34,-,90,559.90002441,-,77
Thu Oct 28 14:28:43 GMT+02:00 2021,28-oct.-2021 14:28:44.302,3.21486146,46.0192812,21.61,9.935046,400.1163330078125,23.2,8.89206505,0.77931267,3.77086759,0.02758632,35.15625,22.65625,35.15625,49.80392075,43.52941132,14.84086323,14.86688232,76.86274719,0.78125,9.86256599,2297,1.00958252,1.01135254,13.18000031,0.61500001,34,-,90,559.90002441,-,78
Thu Oct 28 14:28:44 GMT+02:00 2021,28-oct.-2021 14:28:45.301,3.21496828,46.01946176,21.63,9.935046,400.52374267578125,23.1,9.10155773,1.16837049,3.8798039,0.01508228,34.375,22.65625,34.375,52.94117737,43.52941132,14.80183315,14.74396324,88.23529053,7.8125,10.00760365,2303,1.00692749,1.00299072,13.34000015,0.60499996,34,-,90,562.20001221,-,78
Thu Oct 28 14:28:45 GMT+02:00 2021,28-oct.-2021 14:28:46.302,3.21508096,46.01964227,21.7,9.935046,400.68511962890625,23.0,8.80587387,0.74339962,3.8630445,0.02656803,35.15625,22.65625,35.15625,53.72549057,44.31372452,14.54119205,14.6327076,82.35294342,-1.5625,10.29767895,2306,0.98919678,0.99542236,13.57999992,0.51999998,34,-,90,562.20001221,-,78
Thu Oct 28 14:28:46 GMT+02:00 2021,28-oct.-2021 14:28:47.300,3.21519127,46.01982402,21.73,9.935046,401.064453125,22.9,8.77355194,0.66917938,3.82114601,0.01361107,35.15625,22.65625,35.15625,53.72549057,44.31372452,14.69775677,14.64751339,74.50980377,5.46875,10.1526413,2312,0.99984741,0.99642944,13.57999992,0.59499997,34,-,90,565.40002441,-,78
Thu Oct 28 14:28:47 GMT+02:00 2021,28-oct.-2021 14:28:48.301,3.21529889,46.02000465,21.76,9.935046,401.6300048828125,22.8,9.05008221,0.71227503,3.91930819,0.0310366,34.375,22.65625,34.375,51.76470566,36.07843018,14.64437199,14.6502037,88.23529053,-1.5625,9.28241539,2314,0.99621582,0.99661255,13.10000038,0.59499997,34,-,90,565.40002441,-,78
Thu Oct 28 14:28:48 GMT+02:00 2021,28-oct.-2021 14:28:49.303,3.2154079,46.02018668,21.77,9.935046,401.9361572265625,22.7,9.20211411,0.56981999,3.88698649,0.02547708,35.15625,22.65625,35.15625,51.37255096,42.35293961,14.61835384,14.62014771,59.2156868,10.15625,9.42745304,2295,0.9944458,0.99456787,12.86999989,0.58999997,34,-,90,567.20001221,-,78
Thu Oct 28 14:28:49 GMT+02:00 2021,28-oct.-2021 14:28:50.302,3.21551623,46.02036829,21.7,9.935046,402.3408203125,22.5,9.16739845,0.36631286,4.04380655,0.02791625,35.15625,22.65625,35.15625,50.98039246,32.54901886,14.41872311,14.59457588,66.66666412,-4.6875,8.55722618,2302,0.98086548,0.99282837,9.88000011,0.58999997,34,-,91,567.20001221,-,78
Thu Oct 28 14:28:50 GMT+02:00 2021,28-oct.-2021 14:28:51.301,3.21561923,46.02054892,21.61,9.935046,403.13824462890625,22.5,9.16620159,0.36631286,4.30118322,0.02228067,35.15625,22.65625,35.15625,30.19607925,24.70588303,14.67936325,14.53580952,34.11764526,27.34375,5.94654703,2266,0.99859619,0.98883057,7.38000011,0.56,34,-,91,567.90002441,-,76
Thu Oct 28 14:28:51 GMT+02:00 2021,28-oct.-2021 14:28:52.306,3.21572682,46.02072555,21.35,9.935046,403.67578125,22.8,9.0740242,0.73621702,4.60285282,0.01719916,34.375,22.65625,35.15625,23.92156982,9.8039217,15.0615778,14.4321804,0,0,2.61067939,2234,1.02459717,0.98178101,2.92000008,0.52499998,34,-,91,567.90002441,-,75
Thu Oct 28 14:28:52 GMT+02:00 2021,28-oct.-2021 14:28:53.303,3.21582931,46.02089976,21.03,9.935046,404.0386962890625,22.9,8.90044498,0.69312137,4.43047047,0.02091183,0,22.65625,0,12.15686321,9.4117651,29.39955139,29.39955139,0,0,2.61067939,2171,1.99996948,1.99996948,2.8900001,0,34,-,91,565.5,-,73
Thu Oct 28 14:28:53 GMT+02:00 2021,28-oct.-2021 14:28:54.302,3.21593577,46.02106772,20.53,9.935046,404.2220458984375,23.1,8.53054047,0.78529817,4.41730213,0.0217791,0,22.65625,0,12.54901981,9.8039217,29.39955139,29.39955139,0,0,2.61067939,2101,1.99996948,1.99996948,2.73000002,0,34,-,91,565.5,-,72
Thu Oct 28 14:28:54 GMT+02:00 2021,28-oct.-2021 14:28:55.301,3.21603677,46.02123099,19.93,9.935046,404.436279296875,23.2,8.81185913,0.66798228,4.24132824,0.02213661,0,22.65625,0,12.94117641,9.8039217,29.39955139,29.39955139,0,0,2.61067939,2055,1.99996948,1.99996948,2.73000002,0,34,-,91,558.29998779,-,69
Thu Oct 28 14:28:55 GMT+02:00 2021,28-oct.-2021 14:28:56.302,3.21613414,46.02138992,19.37,9.935046,404.54248046875,23.0,8.78672028,0.69312137,4.29998636,0.02894039,0,22.65625,0,13.33333397,9.8039217,29.39955139,29.39955139,0,0,2.61067939,2011,1.99996948,1.99996948,2.6500001,0,34,-,91,558.29998779,-,68
Thu Oct 28 14:28:56 GMT+02:00 2021,28-oct.-2021 14:28:57.302,3.21622714,46.02154643,18.86,9.935046,404.8570556640625,23.0,8.90643024,0.57939678,4.30836582,0.02101403,0,22.65625,0,12.54901981,9.4117651,29.39955139,29.39955139,0,0,2.61067939,1948,1.99996948,1.99996948,2.52999997,0,34,-,91,550.5,-,66
Thu Oct 28 14:28:57 GMT+02:00 2021,28-oct.-2021 14:28:58.301,3.21631765,46.02169939,18.39,9.935046,405.1092529296875,22.9,8.57962132,0.40342298,4.17668486,0.0151523,0,22.65625,0,12.94117641,9.8039217,29.39955139,29.39955139,0,0,2.61067939,1881,1.99996948,1.99996948,2.50999999,0,34,-,91,550.5,-,64
Thu Oct 28 14:28:58 GMT+02:00 2021,28-oct.-2021 14:28:59.303,3.21641055,46.02184664,17.86,9.935046,405.20257568359375,23.0,8.75798988,0.30166942,4.19583845,0.01649541,0,22.65625,0,12.94117641,9.8039217,29.39955139,29.39955139,0,0,2.61067939,1840,1.99996948,1.99996948,2.43000007,0,34,-,91,544.20001221,-,62
Thu Oct 28 14:28:59 GMT+02:00 2021,28-oct.-2021 14:29:00.303,3.21649294,46.02199335,17.38,9.935046,405.4388427734375,23.6,8.25999546,0.20231004,4.19823265,0.00042335,0,22.65625,0,17.25490189,29.01960754,29.39955139,14.64257717,0,0,4.06105661,885,1.99996948,0.99609375,2.41000009,0,34,-,91,544.20001221,-,61
Thu Oct 28 14:29:00 GMT+02:00 2021,28-oct.-2021 14:29:01.302,3.21657496,46.02213363,16.98,9.935046,406.1202392578125,24.2,8.90403652,0.38187516,4.35744715,0.00504137,0,22.65625,0,11.37254906,8.62745094,29.39955139,29.39955139,0,0,2.90075469,1925,1.99996948,1.99996948,2.29999995,0.015,34,-,91,539.29998779,-,59
Thu Oct 28 14:29:01 GMT+02:00 2021,28-oct.-2021 14:29:02.302,3.21665936,46.02226377,16.41,9.935046,406.4613037109375,24.8,8.64426517,0.39025488,4.44124413,0.01716077,0,22.65625,0,32.15686417,32.15686417,29.39955139,29.39955139,0,0,4.06105661,1162,1.99996948,1.99996948,1.91999996,0,34,-,90,539.29998779,-,57
Thu Oct 28 14:29:02 GMT+02:00 2021,28-oct.-2021 14:29:03.302,3.21674957,46.02239275,16.03,9.935046,406.6107177734375,25.6,8.75080681,0.2657564,4.21618938,0.02566745,0,22.65625,0,9.8039217,9.01960754,25.38271141,13.77900696,0,0,2.75571704,2161,1.72671509,0.93734741,2.27999997,0.015,34,-,90,535.79998779,-,55
Thu Oct 28 14:29:03 GMT+02:00 2021,28-oct.-2021 14:29:04.302,3.21683635,46.02251427,15.39,9.935046,407.0438232421875,27.0,10.02452278,-0.58059388,4.23175144,0.01223884,0,22.65625,0,12.54901981,9.4117651,29.39955139,29.39955139,0,0,2.61067939,2061,1.99996948,1.99996948,2.63000011,0,34,-,90,535.79998779,-,53
Thu Oct 28 14:29:04 GMT+02:00 2021,28-oct.-2021 14:29:05.303,3.21692652,46.02262823,14.91,9.935046,407.2117919921875,28.9,8.95910263,-0.11372458,4.63876581,0.02626771,0,22.65625,0,12.94117641,9.4117651,29.39955139,29.39955139,0,0,2.61067939,1994,1.99996948,1.99996948,2.57999992,0,34,-,90,529.79998779,-,51
Thu Oct 28 14:29:05 GMT+02:00 2021,28-oct.-2021 14:29:06.303,3.21701814,46.02273549,14.42,9.935046,407.81634521484375,31.2,8.64546204,-0.11971009,4.0019083,0.03884904,0,22.65625,0,12.54901981,9.4117651,29.39955139,29.39955139,0,0,2.61067939,1921,1.99996948,1.99996948,2.43000007,0,34,-,90,529.79998779,-,49
Thu Oct 28 14:29:06 GMT+02:00 2021,28-oct.-2021 14:29:07.301,3.21711295,46.02283837,13.91,9.935046,408.0059814453125,34.0,9.13627338,-1.8734628,4.28442383,0.09492613,0,22.65625,0,12.15686321,9.8039217,29.39955139,29.39955139,0,0,2.61067939,1862,1.99996948,1.99996948,2.31999993,0,34,-,90,523.20001221,-,48
Thu Oct 28 14:29:07 GMT+02:00 2021,28-oct.-2021 14:29:08.301,3.2172245,46.02292777,13.34,9.935046,407.5792236328125,42.8,9.95987892,-1.24977326,4.62440062,0.00109102,0,22.65625,0,13.33333397,9.8039217,29.39955139,29.39955139,0,0,2.75571704,1742,1.99996948,1.99996948,2.33999991,0,34,-,90,523.20001221,-,45
Thu Oct 28 14:29:08 GMT+02:00 2021,28-oct.-2021 14:29:09.302,3.21735047,46.02299824,12.63,9.935046,408.205078125,50.4,8.99381828,-1.15639937,3.75650239,0.00758828,0,22.65625,0,28.23529434,25.49019623,19.23184013,13.77900696,0,0,4.20609426,1724,1.30828857,0.93734741,5.07999992,0.015,34,-,90,518.40002441,-,45
Thu Oct 28 14:29:09 GMT+02:00 2021,28-oct.-2021 14:29:10.301,3.21747922,46.02305788,12.38,9.935046,408.112060546875,57.0,9.41400146,-1.8662802,3.18787956,0.0778985,26.5625,22.65625,26.5625,49.80392075,38.4313736,17.15343857,13.77900696,10.5882349,-100,7.83203793,1724,1.16690063,0.93734741,8.64000034,0.07,35,-,90,518.40002441,-,45
Thu Oct 28 14:29:10 GMT+02:00 2021,28-oct.-2021 14:29:11.301,3.21762466,46.02310765,12.42,9.935046,407.922119140625,65.9,10.08198357,-2.79882169,4.24252558,0.14983147,32.8125,22.65625,32.8125,48.62745285,37.64706039,13.96383381,13.77900696,40.39215851,-3.90625,8.55722618,1754,0.94992065,0.93734741,8.64000034,0.105,35,-,90,519.5,-,45
Thu Oct 28 14:29:11 GMT+02:00 2021,28-oct.-2021 14:29:12.301,3.21777867,46.02314316,12.55,9.935046,407.6751708984375,77.5,8.77594662,-1.96923089,3.00472307,0.04049389,36.71875,22.65625,35.15625,65.09803772,49.41176605,14.05176067,13.77900696,45.09803772,-2.34375,10.29767895,1825,0.9559021,0.93734741,11.89999962,0.13,35,-,90,519.5,-,47
